App;TestFileName;ProductionFileName;LOC;numberMethods;Assertion Roulette;Eager Test;Mystery Guest;Sleepy Test;Unknown Test;Redundant Assertion;Dependent Test;Magic Number Test;Conditional Test Logic;EmptyTest;General Fixture;IgnoredTest;Sensitive Equality;Verbose Test;Default Test;Resource Optimism;Duplicate Assert;Exception Catching Throwing;Constructor Initialization;Print Statement;Lazy Test
commons-lang;JavaVersionTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\JavaVersion.java;96;3;23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
commons-lang;LocaleUtilsTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\LocaleUtils.java;557;33;28;1;0;0;0;0;0;1;5;0;0;0;0;2;0;0;1;0;0;0;2
commons-lang;FractionTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\math\Fraction.java;1124;26;333;23;0;0;0;2;0;272;4;0;0;0;7;15;0;0;63;0;0;0;7
commons-lang;IEEE754rUtilsTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\math\IEEE754rUtils.java;105;3;14;2;0;0;1;0;0;12;0;0;0;0;0;1;0;0;2;0;0;0;2
commons-lang;NumberUtilsTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\math\NumberUtils.java;1746;123;605;11;0;0;12;0;0;362;4;0;0;6;19;9;0;0;1;0;0;0;17
commons-lang;MutableBooleanTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\mutable\MutableBoolean.java;145;9;40;7;0;0;0;4;0;4;0;0;0;0;4;0;0;0;2;0;0;0;4
commons-lang;MutableByteTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\mutable\MutableByte.java;271;25;69;23;0;0;0;4;0;13;0;0;0;0;3;0;0;0;0;0;0;0;10
commons-lang;MutableDoubleTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\mutable\MutableDouble.java;284;26;72;24;0;0;0;4;0;44;0;0;0;0;3;0;0;0;1;0;0;0;10
commons-lang;MutableFloatTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\mutable\MutableFloat.java;285;26;72;24;0;0;0;4;0;44;0;0;0;0;3;0;0;0;2;0;0;0;10
commons-lang;MutableIntTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\mutable\MutableInt.java;281;26;72;23;0;0;1;4;0;43;0;0;0;1;3;0;0;0;0;0;0;0;9
